,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_1980,MAT_change_1980,MTWM_nichefrac_1980,MTWM_change_1980,MTCM_nichefrac_1980,MTCM_change_1980,AP_nichefrac_1980,AP_change_1980,PDQ_nichefrac_1980,PDQ_change_1980
2501,Microbatrachella capensis,4,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International & South African Frog Re-assessment Group (SA-FRoG).",0,Possibly Extinct,0.36935891266115894,0.005189679724906786,1.0,0.15491485595703125,1.0,-0.04482078552246094,1.0,0.06703662872314453,1.0,0.0026856353506445885,1.0,0.00048252695705741644
2502,Hyloscirtus criptico,1,1,1,"Kelsey Neam, Diego Cisneros-Heredia & Ana Nicole Acosta",2018,"IUCN (International Union for Conservation of Nature), Conservation International & Natureserve.",0,Extant (resident),2.4527857392466164,0.06731793188366995,1.0,0.4106282889842987,1.0,0.37430283427238464,1.0,0.14875437319278717,1.0,-0.0005441607208922505,1.0,0.0014475935604423285
2503,Pseudoeurycea tlahcuiloh,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO.",0,Extant (resident),0.1602934510133433,0.0003772659519307128,1.0,0.43868446350097656,1.0,0.2048931121826172,1.0,0.3350868225097656,1.0,0.0037005096673965454,1.0,0.00040764082223176956
2504,Pseudoeurycea tlahcuiloh,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO.",0,Extant (resident),0.313232509889985,0.004378344941449938,0.5,0.4344940483570099,1.0,0.2076272964477539,1.0,0.32468175888061523,1.0,0.003428019816055894,1.0,0.0004120669618714601
2505,Phrynobatrachus krefftii,1,1,1,Aina Pascual Cuadras,2012,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),2.6878909497194163,0.17282074058806532,1.0,0.09772861003875732,1.0,-0.4057890474796295,1.0,0.10524781048297882,1.0,0.0022514595184475183,1.0,0.0011820959625765681
2506,Craugastor glaucus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.13903213046300242,0.0007125298187883407,1.0,0.2430095672607422,1.0,0.17244529724121094,1.0,0.08180427551269531,1.0,-0.0015443935990333557,1.0,-8.32465011626482e-05
2507,Craugastor glaucus,4,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.06711817463853169,0.0003584645494013723,1.0,0.2430095672607422,1.0,0.17244529724121094,1.0,0.08180427551269531,1.0,-0.0015443935990333557,1.0,-8.32465011626482e-05
2508,Craugastor glaucus,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21337237119603553,0.0018114532292606482,1.0,0.25594526529312134,1.0,0.24211926758289337,1.0,0.08703582733869553,1.0,-0.00045995262917131186,1.0,-4.245397212798707e-05
2509,Ptychadena longirostris,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),50.13536797503021,36.18754304473161,0.9971085403236413,0.24661557376384735,1.0,0.1134442463517189,0.9740080366733674,0.059869274497032166,0.9985509323592945,0.0048453123308718204,0.9680430643751001,0.0006961773033253849
2510,Barbourula busuangensis,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.7219309599943795,0.11956675203367066,1.0,0.16668078303337097,0.8949067985192951,0.3777034282684326,1.0,0.019081125035881996,1.0,-0.0011490408796817064,1.0,-0.0008698794990777969
2511,Barbourula busuangensis,6,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain,1.9104252500171235,0.03264958416419124,1.0,0.06438842415809631,1.0,0.027273498475551605,1.0,0.02764562889933586,1.0,-0.0022609857842326164,1.0,-0.0005343430093489587
2512,Microkayla wettsteini,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.26071060724820216,0.0054087450867363425,1.0,0.1106419563293457,1.0,0.09848403930664062,1.0,0.17904479801654816,1.0,-0.004883043467998505,1.0,0.0006048642098903656
2513,Caecilia pachynema,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),13.222421628916107,0.8369883467676209,1.0,0.5058174729347229,1.0,0.716145932674408,1.0,0.24294807016849518,0.981098618900133,-0.0021840804256498814,0.962200297073341,0.0005380004877224565
2514,Callulops personatus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.978591486140645,0.9749563038110276,0.9738152092513874,0.1251973956823349,0.9738152092513874,0.11159661412239075,0.9738152092513874,0.05499497428536415,1.0,-0.002315107500180602,1.0,-0.0001500148791819811
2515,Callulops personatus,3,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Possibly Extant (resident),4.287368328748629,0.43235254768067166,1.0,0.12984487414360046,1.0,0.11202367395162582,1.0,0.08321563154459,1.0,-0.002688596025109291,1.0,-0.000809948134701699
2516,Gastrotheca griswoldi,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.281675113126923,0.5090366644090845,1.0,0.22919617593288422,1.0,0.5152149796485901,1.0,0.16762687265872955,1.0,-0.004446225706487894,1.0,-0.0005050661275163293
2517,Gastrotheca griswoldi,6,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.5636412005822627,0.020210990102504888,1.0,0.24271491169929504,1.0,0.6554269194602966,1.0,0.16425004601478577,1.0,-0.0021103392355144024,1.0,-0.00018528715008869767
2518,Atelopus gigas,4,1,1,Laurence Jarvis,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,0.07557217773582746,0.000454456736263353,1.0,0.3258485794067383,1.0,0.702214241027832,1.0,0.04583215340971947,1.0,-0.0005541443824768066,1.0,0.0010941773653030396
2519,Pelophylax shqipericus,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.800666518599095,0.6044792662666084,1.0,0.01854579709470272,1.0,-0.7245801687240601,1.0,0.8874889612197876,0.9622076815753422,0.005579846445471048,0.9242646223625242,0.0018503186292946339
2520,Pelophylax shqipericus,6,3,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Presence Uncertain & Introduced,0.07042762199190548,0.0003946872888737542,1.0,0.1304803043603897,1.0,-0.4792670011520386,1.0,2.0572011470794678,1.0,0.0039522829465568066,1.0,0.0011617661220952868
2521,Pelophylax shqipericus,1,3,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant & Introduced (resident),0.07334247181922941,0.00042803479517730875,1.0,-0.044708251953125,1.0,-0.6320266723632812,1.0,1.1491801738739014,1.0,0.0031046830117702484,1.0,0.0011803819797933102
2522,Sylvirana guentheri,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),164.6116431909227,166.36315667179704,1.0,0.08884570002555847,0.9993038708614457,0.5599459409713745,0.9959561261497121,0.056115519255399704,0.9849515551612016,0.003252475056797266,0.9879624286852031,0.00043267273576930165
2523,Sylvirana guentheri,1,3,1,IUCN,2009,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant & Introduced (resident),0.4997666480096171,0.013993515148858923,1.0,0.0194330345839262,1.0,-0.030835943296551704,1.0,-0.006830819416791201,1.0,0.002598579740151763,1.0,0.0005411927704699337
2524,Hymenochirus boulengeri,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),1.0201229529331277,0.041608568851429426,1.0,0.018549280241131783,1.0,-0.5088024139404297,1.0,-0.0065152887254953384,1.0,0.005354302003979683,1.0,0.0011116683017462492
2525,Sechellophryne gardineri,1,1,1,Ariadne Angulo,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.5008252071149493,0.0026809988937093005,1.0,0.09515973180532455,1.0,0.09323617815971375,1.0,0.08127886801958084,1.0,-0.002208671998232603,1.0,-0.0008951166528277099
2526,Kalophrynus palmatissimus,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.849114723472378,0.13115630060505676,0.8750065484479244,0.39286890625953674,1.0,1.1128370761871338,1.0,0.11405457556247711,1.0,-0.006215978413820267,1.0,-0.0010120081715285778
2527,Nyctimystes gularis,1,1,1,Lauren Warr & Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),15.018697105707904,0.25090155748654686,1.0,0.11653053015470505,1.0,0.07771561294794083,1.0,0.000739665818400681,1.0,-0.00415840046480298,1.0,-0.0015678169438615441
2528,Telmatobius brachydactylus,1,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.8912574872258895,0.04547268468491223,1.0,0.24454015493392944,1.0,0.3640950918197632,1.0,0.24141551554203033,1.0,-0.00019119710486847907,1.0,0.00015892340161371976
2529,Telmatobius brachydactylus,6,1,1,IUCN,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,2.8517963223072997,0.2391192252236391,1.0,0.25199976563453674,1.0,0.4000588357448578,1.0,0.23089255392551422,1.0,-0.0008155829273164272,1.0,8.852690370986238e-06
2530,Amietia angolensis,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),22.861508683268138,28.485851521971902,1.0,-0.1330762505531311,1.0,-0.8103488683700562,1.0,0.20382550358772278,0.9980251374160554,0.0018974024569615722,0.9563356733681947,0.00016175323980860412
2531,Nothophryne unilurio,1,1,1,Krystal Tolley,2019,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.1315160812761198,0.0007817951821280586,1.0,-0.06116485595703125,1.0,-0.7719192504882812,1.0,0.17683982849121094,1.0,0.0010902006179094315,1.0,0.00010928098345175385
2532,Megophrys caobangensis,3,1,1,Timothy Cutajar & Benjamin Tapley,2020,IUCN (International Union for Conservation of nature) & Conservation International,0,Possibly Extant (resident),1.5683861461521866,0.01719898881194722,1.0,0.32915881276130676,1.0,0.6181125640869141,1.0,-0.020253131166100502,1.0,0.002179476898163557,1.0,-0.0006309861782938242
2533,Megophrys caobangensis,1,1,1,Timothy Cutajar & Benjamin Tapley,2020,IUCN (International Union for Conservation of nature) & Conservation International,0,Extant (resident),0.3695659197436235,0.0018422467936872358,1.0,0.3041224777698517,1.0,0.5712109804153442,1.0,-0.023891404271125793,1.0,0.0021619522012770176,1.0,-0.000637772842310369
2534,Hemisus guineensis,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),219.75582131888464,532.8498456473314,0.9983095799635184,-0.003882354125380516,0.9987603731480408,-0.40882906317710876,1.0,-0.03302714228630066,0.9820429178149905,0.0016071937279775739,0.9512674579533875,0.00032501312671229243
2535,Dendrotriton xolocalcae,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21168276715895065,0.001782902400350726,1.0,0.3111605942249298,1.0,0.27880632877349854,1.0,0.20685184001922607,1.0,-0.002659168792888522,1.0,-7.170544267864898e-05
2536,Dendrotriton xolocalcae,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.08947888165672796,0.0006371184858905256,1.0,0.3090200424194336,1.0,0.31251049041748047,1.0,0.171967014670372,1.0,-0.0031796323601156473,1.0,-0.0002118414267897606
2537,Anaxyrus kelloggi,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe, CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad)",0,Extant (resident),35.739159764408846,9.869085249790151,0.9912263595009119,0.0417826846241951,1.0,-0.11144256591796875,1.0,0.17348678410053253,0.9823018209161671,0.00045047260937280953,0.977997250996079,-1.3354365364648402e-05
2538,Babina holsti,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.6195344553864347,0.02138597026310873,1.0,0.03775787353515625,1.0,0.20368383824825287,1.0,-0.013804434798657894,1.0,0.009499974548816681,1.0,0.00251889880746603
2539,Babina holsti,1,1,1,IUCN,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),0.19238531300403444,0.0013502629383279792,1.0,0.03237152099609375,1.0,0.20910358428955078,1.0,-0.02399778552353382,1.0,0.008522862568497658,1.0,0.0024888492189347744
2540,Congolius robustus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),6.534231468071778,1.411348133673906,1.0,-0.11752490699291229,1.0,-0.9890429377555847,1.0,0.05623563379049301,1.0,0.004428282845765352,1.0,0.0024860526900738478
2541,Alsodes barrioi,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.3500247210031695,0.23135975991910204,1.0,-0.09610975533723831,1.0,-1.1228675842285156,1.0,0.09635520726442337,1.0,-0.00010652521450538188,1.0,-0.00014006409037392586
2542,Rhaebo andinophrynoides,1,1,1,Diego Cisneros-Heredia,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.185567840291991,0.8838609732043387,1.0,0.5156128406524658,1.0,0.794714629650116,1.0,0.11225709319114685,1.0,0.0023078457452356815,1.0,0.0031681496184319258
2543,Hyloxalus faciopunctulatus,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.1077405518772514,0.0009237051556774911,1.0,0.22916603088378906,1.0,0.6177730560302734,1.0,-0.06990432739257812,1.0,2.6687979698181152e-05,1.0,0.0009379331022500992
2544,Boulengerula spawlsi,1,1,1,"Patrick Malonza, Victor Wasonga, Vincent Muchai",2020,IUCN (International Union for Conservation of Nature) and National Museums of Kenya,0,Extant (resident),0.27549913390121744,0.003081736639060147,1.0,0.04744688421487808,1.0,-0.04033316671848297,1.0,-0.1470114290714264,1.0,-0.000999791081994772,1.0,8.240674651460722e-05
2545,Philautus acutirostris,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.6832829300079424,0.34154701779450947,0.9287601829560539,0.4080445170402527,1.0,0.6637327671051025,1.0,0.25690433382987976,1.0,-0.00366092543117702,1.0,-0.0006868896307423711
2546,Philautus acutirostris,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.5673390410268135,0.08282772607938972,1.0,0.31165921688079834,0.833353363672698,0.5619122385978699,1.0,0.09263479709625244,1.0,-0.004062702413648367,1.0,-0.0005813743337057531
2547,Philautus acutirostris,1,1,1,Kelsey Neam,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),5.060646682207708,0.47065969929322926,1.0,0.3870651125907898,1.0,0.6510388851165771,1.0,0.2657216787338257,1.0,-0.003054123604670167,1.0,-0.000703958619851619
2548,Craugastor spatulatus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.21480941248292676,0.003671856717349154,0.4996376550910073,0.3918255567550659,1.0,0.13878755271434784,1.0,0.46997907757759094,1.0,-8.357986371265724e-05,1.0,0.00015576594159938395
2549,Craugastor spatulatus,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.42961882512007166,0.007343713439970529,0.8326102095987165,0.3834857940673828,1.0,0.2750517725944519,1.0,0.4567479193210602,1.0,-0.0010505577083677053,1.0,0.00013297033729031682
2550,Bolitoglossa cataguana,1,1,1,Louise Hobin,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2681905279341532,0.0024495725135746755,1.0,0.5740299224853516,1.0,0.4010295867919922,1.0,0.26864147186279297,1.0,0.0010309815406799316,1.0,0.0005833739414811134
2551,Ranitomeya fantastica,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10037844460559553,0.0008017793408044581,0.0,0.34691810607910156,0.0,0.6953296065330505,1.0,0.023487091064453125,1.0,-0.001602277159690857,1.0,-0.00046558864414691925
2552,Ranitomeya fantastica,6,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Presence Uncertain,0.1211693588502159,0.0011624391125585882,0.0,0.40070340037345886,0.0,0.7959041595458984,1.0,0.0034923553466796875,1.0,-3.5017731079278747e-06,1.0,-0.0005178265273571014
2553,Ranitomeya fantastica,1,1,1,Kelsey Neam & Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.9291240628782766,0.5746825109605321,1.0,0.4755008816719055,1.0,0.9436126947402954,1.0,-0.028128860518336296,1.0,-0.002678314922377467,1.0,-0.000720112700946629
2554,Pristimantis sarisarinama,1,1,1,Grisel Velasquez,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),12.99388887399357,0.10242106484629548,1.0,0.17204615473747253,1.0,0.016057485714554787,1.0,0.06161898002028465,1.0,0.001302609802223742,1.0,-0.0005678861052729189
2555,Strabomantis necopinus,1,1,1,Louise Hobin,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.1705895272386153,0.025083866491238296,1.0,0.7690985202789307,1.0,1.1509419679641724,1.0,0.252533495426178,1.0,-0.001306945108808577,1.0,0.00016382783360313624
2556,Meristogenys kinabaluensis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),16.518134679847037,4.16286574906044,0.9911688865287434,0.25997647643089294,0.9911688865287434,0.34549298882484436,0.9735257914201558,0.24256938695907593,0.9822685162949765,0.005743653979152441,0.991134722539591,0.0018321294337511063
2557,Incilius bocourti,1,1,1,IUCN,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.7505953001801324,0.7029843769095172,0.9544228626646962,0.30022284388542175,1.0,0.2398822009563446,1.0,0.1800369769334793,1.0,-0.0014156074030324817,1.0,-0.00012436945689842105
2558,Incilius bocourti,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.4424518089199534,0.09374130465865749,1.0,0.26719745993614197,1.0,0.23707203567028046,1.0,0.09945381432771683,1.0,-0.0004580603272188455,1.0,7.470468699466437e-05
2559,Pseudoeurycea leprosa,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).",0,Extant (resident),11.749394393982595,1.0315606042836138,0.9816412849689793,0.4501137435436249,1.0,0.33959969878196716,1.0,0.38701575994491577,1.0,0.0002064061991404742,1.0,-0.00011856584023917094
2560,Pseudoeurycea leprosa,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2014,"IUCN (International Union for Conservation of Nature), Conservation International, NatureServe & CONABIO (Comisión Nacional para el Conocimiento y Uso de la Biodiversidad).",0,Extant (resident),11.759910787873448,1.0343175096421746,0.9816412849689793,0.4501137435436249,1.0,0.33959969878196716,1.0,0.38701575994491577,1.0,0.0002064061991404742,1.0,-0.00011856584023917094
2561,Pristimantis thectopternus,1,1,1,Erin McGrew,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),21.477492140536704,0.896602757957412,1.0,0.7682816982269287,1.0,1.1496256589889526,1.0,0.23460641503334045,0.9686909885073685,0.003007848747074604,0.9686909885073685,0.0008359260391443968
2562,Megophrys binchuanensis,1,1,1,IUCN,2015,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.8942282830850594,0.6318940988890149,1.0,0.6204918622970581,1.0,0.6277885437011719,1.0,0.2291208952665329,1.0,-0.0003111797559540719,1.0,-1.544415317766834e-05
2563,Oreolalax rhodostigmatus,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),22.597371400419192,19.085645713018987,1.0,0.15781505405902863,1.0,0.8144546151161194,1.0,0.20842380821704865,1.0,-0.0025123553350567818,1.0,-0.0009314658818766475
2564,Bolitoglossa colonnea,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),12.86616140611505,1.736378076684039,1.0,0.0981442779302597,1.0,-0.004653847310692072,1.0,0.034593913704156876,1.0,-0.002841818844899535,1.0,0.0004383434425108135
2565,Mantella pulchra,1,1,1,Jennifer Luedtke,2015,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),9.512339719523563,1.127649644609629,1.0,0.28643980622291565,1.0,-0.11711374670267105,1.0,0.20480026304721832,1.0,0.001229721587151289,1.0,0.00039418088272213936
2566,Cophixalus parkeri,1,1,1,Sean Lyon,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.035921557916018,1.1462907510031062,1.0,0.1331523060798645,1.0,0.22784963250160217,1.0,-0.09218725562095642,1.0,-0.0037112024147063494,1.0,-0.0012495011324062943
2567,Tepuihyla edelcae,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),4.635159369947363,0.9948852128473018,1.0,0.1965232491493225,1.0,-0.018370114266872406,1.0,0.09146541357040405,0.9655051069944496,-0.00045791908632963896,0.9655051069944496,-0.0015143834752961993
2568,Litoria kumae,1,1,1,IUCN,2008,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),2.1928669933134066,0.15299864304037714,1.0,0.13757015764713287,1.0,0.16823425889015198,1.0,0.0533924363553524,1.0,0.0013469967525452375,1.0,0.0010896153980866075
2569,Leptopelis spiritusnoctis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),59.415741805649056,42.67841277460057,0.9987808340447473,0.2458200305700302,1.0,0.09434456378221512,0.9865959801227393,0.039341289550065994,1.0,0.004414892289787531,0.9815697556196705,0.0006244725082069635
2570,Eleutherodactylus martinicensis,1,1,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.9804588114866424,0.1394575804114413,1.0,0.008853835053741932,1.0,0.012706282548606396,1.0,0.003656539600342512,1.0,-0.0035919002257287502,1.0,-0.00026557029923424125
2571,Eleutherodactylus martinicensis,1,3,1,Kelsey Neam,2020,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant & Introduced (resident),5.493726296945177,0.16887234791838748,1.0,-0.007837668992578983,1.0,-0.03830280900001526,1.0,0.028541645035147667,1.0,-0.0027128246147185564,1.0,-9.02433748706244e-05
2572,Amolops jinjiangensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),12.820835967569915,11.890939094069507,1.0,0.4354269206523895,0.9906480942246063,0.6591999530792236,1.0,0.1859724223613739,0.9861473506458507,-0.0010526280384510756,0.9584569893775337,7.215240475488827e-05
2573,Oedipina savagei,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),4.540210206153107,0.378990581005415,1.0,0.0602092519402504,1.0,-0.014669694937765598,1.0,0.03557708114385605,1.0,0.001406308845616877,1.0,0.0008484036079607904
2574,Sarcohyla thorectes,1,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5704255217715728,0.011545712925706015,1.0,0.40323343873023987,1.0,0.1466565579175949,1.0,0.5177156925201416,1.0,0.00024216665769927204,1.0,0.00018608622485771775
2575,Cophixalus sphagnicola,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.6857509172439613,0.0406879878262698,1.0,0.10836794972419739,1.0,0.11119427531957626,1.0,-0.08632158488035202,1.0,-0.009821882471442223,1.0,-0.0015724075492471457
2576,Boophis schuboeae,1,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.254812206418033,0.035258132050007794,1.0,0.31312426924705505,1.0,-0.22873733937740326,1.0,0.30995872616767883,1.0,0.0013181427493691444,1.0,0.0014274284476414323
2577,Leptopelis fenestratus,1,1,1,IUCN,2014,"IUCN (International Union for Conservation of Nature), Conservation International",0,Extant (resident),0.22970907596449794,0.003461979665827474,1.0,0.10807228833436966,1.0,0.20735932886600494,1.0,0.22286510467529297,1.0,0.009477496147155762,1.0,0.0004089958674740046
2578,Leptomantis malkmusi,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.428450178589141,0.17407146542438395,1.0,0.33520957827568054,1.0,0.4490884840488434,1.0,0.266835480928421,1.0,0.005258010234683752,1.0,0.0015980771277099848
2579,Telmatobius verrucosus,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.868075420346495,0.38312422923748485,1.0,0.11161746829748154,1.0,0.27115631103515625,1.0,0.0846177414059639,1.0,-0.0035789513494819403,0.9545717695477374,0.000335541000822559
2580,Lynchius oblitus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.4293110092744805,0.009391156156180318,1.0,0.10387420654296875,1.0,0.06013869866728783,1.0,0.06629657745361328,1.0,-0.0009135306463576853,1.0,0.0006999084143899381
2581,Odorrana exiliversabilis,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),18.231254834813036,11.425185006924885,1.0,0.08976683020591736,1.0,0.5480013489723206,1.0,0.14312003552913666,0.987187735583452,0.005446903873234987,1.0,0.0015905344625934958
2582,Odontobatrachus natator,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.066014683608764,0.03766865296480271,1.0,0.08341013640165329,1.0,0.08097672462463379,0.7500803029217411,0.09667695313692093,1.0,-0.0020260303281247616,1.0,-0.0011437368812039495
2583,Odontobatrachus natator,1,1,1,Jennifer Luedtke,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),20.362596235078215,13.279104197755444,0.9809379087469212,0.31741803884506226,1.0,0.1966618001461029,0.9961804352172752,-0.08298101276159286,0.9961596296505641,0.0052853976376354694,0.9691928167640576,0.00037057226290926337
2584,Kalophrynus robinsoni,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.697198092668929,0.037016424903864004,0.7499558828120705,0.33843567967414856,1.0,0.8525962233543396,1.0,-0.03389076516032219,1.0,-0.0004028056573588401,1.0,-0.0006365428562276065
2585,Gastrotheca stictopleura,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.9301038974179597,0.013839115059071374,1.0,0.26012900471687317,1.0,0.7064393758773804,1.0,0.11154500395059586,1.0,-0.006732562091201544,1.0,-0.000627277244348079
